,,,,,,
,"product_sku","product_node_id","nutrition_table_item","amount_per_serving","percent_daily_value ","Input Format"
434,"2178",792,"L-Histidine",518," ",1
435,"2178",792,"L-Proline",2199," ",1
436,"2178",792,"L-Serine",1544," ",1
437,"2178",792,"L-Tyrosine",919," ",1
438,"2178",792,"<strong>Total</strong>","<strong>29,839 mg</strong>"," ",1
439,"2180",791,"Serving Size:","1 Scoop (42g)",,1
440,"2180",791,"Servings Per Container:",21,,1
441,"2180",791,"Calories",160," ",1
442,"2180",791,"Calories from Fat",15," ",1
443,"2180",791,"Total Fat","1.5 g","2%* ",1
444,"2180",791,"Saturated Fat","1.2 g","6%* ",1
445,"2180",791,"Trans Fat","0 g","† ",1
446,"2180",791,"Cholesterol","5.5 mg",2%,1
447,"2180",791,"Total Carbohydrate","12 g","4%* ",1
448,"2180",791,"Sugars","7.5 g","† ",1
449,"2180",791,"Protein","24 g","48%* ",1
450,"2180",791,"Calcium","72 mg",7%,1
451,"2180",791,"Sodium","81 mg",3%,1
452,"2180",791,"Potassium","137 mg",4%,1
453,"2180",791,"Organic Stevia Extract <i>(Stevia rebaudiana)</i> (Leaf)","300 mg","† ",1
454,"2180",791,"<strong>TYPICAL AMINO ACID PROFILE</strong>",," ",1
455,"2180",791,"<strong>Essential Amino Acids</strong>","<strong>mg Per 42 g Serving</strong>"," ",1
456,"2180",791,"L-Isoleucine",1458," ",1
457,"2180",791,"L-Leucine",2873," ",1
458,"2180",791,"L-Lysine",2226," ",1
459,"2180",791,"L-Methionine",558," ",1
460,"2180",791,"L-Phenylalanine",849," ",1
461,"2180",791,"L-Threonine",1790," ",1
462,"2180",791,"L-Tryptophan",458," ",1
463,"2180",791,"L-Valine",1382," ",1
464,"2180",791,"<strong>Non-Essential Amino Acids</strong>",," ",1
465,"2180",791,"L-Alanine",1895," ",1
466,"2180",791,"L-Arginine",663," ",1
467,"2180",791,"L-Aspartic Acid",2777," ",1
468,"2180",791,"L-Cysteine",458," ",1
469,"2180",791,"L-Glutamic Acid",4326," ",1
470,"2180",791,"L-Glutamine",420," ",1
471,"2180",791,"Glycine",492," ",1
472,"2180",791,"L-Histidine",525," ",1
473,"2180",791,"L-Proline",1353," ",1
474,"2180",791,"L-Serine",1491," ",1
475,"2180",791,"L-Tyrosine",861," ",1
476,"2180",791,"<strong>Total</strong>","<strong>26,855 mg</strong>"," ",1
477,"2186",795,"Serving Size:","1 Scoop (42 g)",,1
478,"2186",795,"Servings Per Container:",64,,1
479,"2186",795,"Calories",165," ",1
480,"2186",795,"Calories from Fat",15," ",1
481,"2186",795,"Total Fat","1.5 g","2%* ",1
482,"2186",795,"Saturated Fat","0.5 g","3%* ",1
483,"2186",795,"Trans Fat","0 g","† ",1
484,"2186",795,"Cholesterol","6 mg",2%,1
485,"2186",795,"Total Carbohydrate","11 g","4%* ",1
486,"2186",795,"Sugars","5 g","† ",1
487,"2186",795,"Protein","26 g","52%* ",1
488,"2186",795,"Calcium","173 mg",17%,1
489,"2186",795,"Sodium","104 mg",4%,1
490,"2186",795,"Potassium","137 mg",4%,1
491,"2186",795,"<i>Stevia rebaudiana</i> Extract (Leaf)","84 mg","† ",1
492,"2186",795,,," ",1
493,"2186",795,"<strong>TYPICAL AMINO ACID PROFILE</strong>",," ",1
494,"2186",795,"<strong>Essential Amino Acids</strong>","<strong>mg Per 42 g Serving</strong>"," ",1
495,"2186",795,"L-Isoleucine",1668," ",1
496,"2186",795,"L-Leucine",2730," ",1
497,"2186",795,"L-Lysine",2364," ",1
498,"2186",795,"L-Methionine",555," ",1
499,"2186",795,"L-Phenylalanine",831," ",1
500,"2186",795,"L-Threonine",2042," ",1
501,"2186",795,"L-Tryptophan",471," ",1
502,"2186",795,"L-Valine",1533," ",1
503,"2186",795,"<strong>Non-Essential Amino Acids</strong>",," ",1
504,"2186",795,"L-Alanine",1370," ",1
505,"2186",795,"L-Arginine",677," ",1
506,"2186",795,"L-Aspartic Acid",3171," ",1
507,"2186",795,"L-Cysteine",504," ",1
508,"2186",795,"L-Glutamic Acid",4884," ",1
509,"2186",795,"L-Glutamine",460," ",1
510,"2186",795,"Glycine",513," ",1
511,"2186",795,"L-Histidine",467," ",1
512,"2186",795,"L-Proline",1671," ",1
513,"2186",795,"L-Serine",1449," ",1
514,"2186",795,"L-Tyrosine",563," ",1
515,"2186",795,"Total","27,923 mg"," ",1
516,"2198",779,"Serving Size:","2 Vcaps&ampreg;",,1
517,"2198",779,"Servings Per Container:",30,,1
518,"2198",779,"Tongkat Ali (<em>Eurycoma longifolia</em> Extract) (Root) (min. 10% Saponins)","200 mg","* ",1
519,"2198",779,"Maca Root (<em>Lepidium meyenii</em>) (4:1 Concentrate)","500 mg","* ",1
520,"2198",779,"Epimedium Extract (Horny goat Weed) (Aerial Parts/Leaf) (<em>Epimedium sagittatum</em>) (min. 10% Icarin)","250 mg","* ",1
521,"2198",779,"<em>Tribulus terrestris</em> Extract (Fruit) (min. 45% Saponins)","250 mg","* ",1
522,"2198",779,"American Ginseng Root (<em>Panax quinquefolium</em>)","75 mg","* ",1
523,"2198",779,"Panax Ginseng Root (<em>Panax ginseng</em>)","75 mg","* ",1
524,"2198",779,"Muira Puama (<em>Ptychopetalum olacoides</em>) (Bark) (10:1 Concentrate)","50 mg","* ",1
525,"2199",699,"Serving Size:","1 Tablespoon (15 mL)",,1
526,"2199",699,"Servings Per Container:",63,,1
527,"2199",699,"Calories",100," ",1
528,"2199",699,"Calories from Fat",100," ",1
529,"2199",699,"Total Fat","14 g",22%,1
530,"2199",699,"Saturated Fat","14 g",70%,1
531,"2199",699,"Trans Fat","0 g","† ",1
532,"2199",699,"Polyunsaturated Fat","0 g","† ",1
533,"2199",699,"Monounsaturated Fat","0 g","† ",1
534,"2199",699,"<b>Each 15 mL serving may typically provide the following</b>",," ",1
535,"2199",699,"<b>naturally occurring fatty acids</b>",," ",1
536,"2199",699,"Caprylic Acid (C8:0)","7.8 g","† ",1
537,"2199",699,"Capric Acid (C10:0)","6.2 g","† ",1
538,"2200",802,"Serving Size:","3 Capsules for Men (2 Capsules for Women)",,1
539,"2200",802,"Servings Per Container:","30 for Men (45 for Women)",,1
540,"2200",802,"Vitamin B-6 (from Pyridoxine HCl)","15mg",750%,1
541,"2200",802,"Magnesium (from Magnesium Aspartate)","450mg",113%,1
542,"2200",802,"Zinc (from Zinc L-Methionine and Zinc Aspartate)","30mg",200%,1
543,"2200",802,"<strong>ZMA&ampreg; (patented mineral blend of Zinc L-Methionine,<br /> Zinc Aspartate, Magnesium Aspartate and Pyridoxine HCl)</strong>","<strong>2.4 g (2,400 mg)</strong>","<strong>&ampdagger;</strong> ",1
544,"2410",620,"Serving Size:","3 Tablets",,1
545,"2410",620,"Servings Per Container:",66,,1
546,"2410",620,"Calories",5," ",1
547,"2410",620,"Total Carbohydrate","0.7 g","&#60;1%* ",1
548,"2410",620,"Protein","1 g","2%* ",1
549,"2410",620,"Sodium","7 mg","<1% ",1
550,"2410",620,"<b>Brewer's Yeast</b>","<b>1.95 g (1,950 mg)</b>","<b>†</b> ",1
551,"2410",620,"<strong>Each serving may typically provide the following naturally occuring nutrients:</strong>",," ",1
552,"2410",620,"Thiamine","250  mcg",17%,1
553,"2410",620,"Riboflavin (Vitamin B-2)","110 mcg",6%,1
554,"2410",620,"Niacin","670 mcg",3%,1
555,"2410",620,"Vitamin B-6","50 mcg",3%,1
556,"2410",620,"Folic Acid","30 mcg",8%,1
557,"2454",654,"Serving Size:","A.M. 2 Vcaps&ampreg;P.M. 4 Vcaps&ampreg;",,1
558,"2454",654,"Servings Per Container:","A.M. 30 P.M. 15",,1
559,"2454",654,"<strong>Easy Cleanse</strong><strong>™</strong><strong> A.M.</strong>",," ",1
560,"2454",654,"Potassium (from Potassium Gluconate)","15 mg","&#60;1% ",1
561,"2454",654,"Ashwagandha (<em>Wihania somnifera</em>) (Root)","100 mg","† ",1
562,"2454",654,"Bentonite Clay Powder","100 mg","† ",1
563,"2454",654,"Dandelion (<em>Taraxacum officinale</em>) (Leaf)","100 mg","† ",1
564,"2454",654,"Milk Thistle Extract (<em>Silybum marianum</em>) (Fruit and Seeds) (Standardized to min. 80% Silymarin Flavonoids)","100 mg","† ",1
565,"2454",654,"Chlorella","100 mg","† ",1
566,"2454",654,"Uva Ursi Extract (<em>Arclostaphylos, uva-ursi) </em>(Leaf)(Standardized to min. 20% Arbulin)","70 mg","† ",1
567,"2454",654,"Ginger Extract (<em>Zingiber officinale</em>) (Root) (Standardized to min. 5% Gingerols)","50 mg","† ",1
568,"2454",654,"Buchu (<em>Agathosma belulina</em>) (Leaf)","50 mg","† ",1
569,"2454",654,"Parsley (<em>Petroselinum crispum</em>)","50 mg","† ",1
570,"2454",654,"Red Clover (<em>trifolium pratense</em>) (Tops)","50 mg","† ",1
571,"2454",654,"Marshmallow (<em>Althaea officinalis</em>) (Root)","20 mg","† ",1
572,"2454",654,"Chlorophyll","10 mg","† ",1
573,"2454",654,"<strong>Easy Cleanse</strong><strong>™</strong> <strong>P.M.</strong>",," ",1
574,"2454",654,"Ojibwa 4:1 Extract<br /> [A proprietary blend of Burdock (Arctium lappa) (Root), Sheep Sorrel (Rumex acetosella) (Leaf), Slippery Elm (Ulmus fulva) (Bark) and Turkey Rhubarb (Rheum palmatum) (Root)]","500 mg*<br />"," ",1
575,"2454",654,"Apple Pectin","300 mg*"," ",1
576,"2454",654,"Glucomannan (from Konjac Root) (<i>Amorphophallus konjac</i>)","200 mg*"," ",1
577,"2454",654,"Gum Acacia","200 mg*"," ",1
578,"2454",654,"Cascara Sagrada (<i>Rhamnus purshiania</i>) (Bark)","200 mg*"," ",1
579,"2454",654,"Aloe Vera Concentrate (200:1)","100 mg*"," ",1
580,"2454",654,"Fennel (<i>Foeniculum vulgare</i>) (Seed)","100 mg*"," ",1
581,"2455",707,"Serving Size:","2 Heaping Tablespoons (16 g)",,1
582,"2455",707,"Servings Per Container:",17,,1
583,"2455",707,"Calories",60," ",1
584,"2455",707,"Calories from Fat",10," ",1
585,"2455",707,"Total Fat","1 g",2%,1
586,"2455",707,"Saturated Fat","0 g",0%,1
587,"2455",707,"Trans Fat","0 g"," ",1
588,"2455",707,"<strong>Cholesterol</strong>","0 mg",0%,1
589,"2455",707,"<b>Sodium</b>","5 mg",1%,1
590,"2455",707,"<strong>Potassium</strong>","320 mg",9%,1
591,"2455",707,"<strong>Total Carbohydrate</strong>","5 g",2%,1
592,"2455",707,"Dietary Fiber","4 g",16%,1
593,"2455",707,"Sugars","0 g"," ",1
594,"2455",707,"<b>Protein</b>","9 g"," ",1
595,"2455",707,"Vitamin A",,0%,1
596,"2455",707,"Vitamin C",,0%,1
597,"2455",707,"Calcium",,0%,1
598,"2455",707,"Iron",,5%,1
599,"2455",707,"Thiamine (B-1)",,670%,1
600,"2455",707,"Riboflavin (B-2)",,590%,1
601,"2455",707,"Niacin (B-3)",,280%,1
602,"2455",707,"Vitamin B-6",,560%,1
603,"2455",707,"Folate (Folic Acid)",,180%,1
604,"2455",707,"Vitamin B-12",,400%,1
605,"2455",707,"Pantothenic Acid",,10%,1
606,"2455",707,"Selenium",,30%,1
607,"2565",756,"Serving Size:","1 Capsule",,1
608,"2565",756,"Servings Per Container:",60,,1
609,"2565",756,"Royal Jelly (min. 6% 10-HDA) (a 3:1 freeze-dried concentrate equivalent","500 mg*"," ",1
610,"2565",756,"to 1500 mg of fresh Royal Jelly)",," ",1
611,"2622",596,"Serving Size:","3 Tablets",,1
612,"2622",596,"Servings Per Container:",166,,1
613,"2622",596,"Calories",5," ",1
614,"2622",596,"<b>Alfalfa</b>","<b>1.95 g (1,950 mg)</b>","<b>†</b> ",1
615,"2622",596,"Beta-Carotene (as pro-Vitamin A 18 mcg )","30 IU","<1% ",1
616,"2622",596,"Vitamin C (as Ascorbic Acid)","4 mg",7%,1
617,"2622",596,"Vitamin K (as Phylloquinone)","554 mcg",693%,1
618,"2622",596,"Calcium","20 mg",2%,1
619,"2622",596,"Iron","0.7 mg",4%,1
620,"2622",596,"Manganese","108 mcg",5%,1
621,"2622",596,"Potassium","42 mg",1%,1
622,"2632",627,"Serving Size:","3 Tablets",,1
623,"2632",627,"Servings Per Container:",40,,1
624,"2632",627,"Calories",10," ",1
625,"2632",627,"Protein","2 g","4%* ",1
626,"2632",627,"<strong>Chlorella (Broken Cell Wall)</strong>","<strong>3.0 g (3,000 mg)</strong>","<strong>†</strong> ",1
627,"2632",627,,," ",1
628,"2632",627,"<strong>Typical Profile of naturally occurring nutrients (per serving)**</strong>",," ",1
629,"2632",627,"Beta-Carotene (as pro-Vitamin A 1.8 mg)","3,000 IU",60%,1
630,"2632",627,"Vitamin B-12","3 mcg",50%,1
631,"2632",627,"Iron","3 mg",17%,1
632,"2632",627,"Zinc","2 mg",13%,1
633,"2632",627,"Chlorophyll","60 mg","† ",1
634,"2632",627,"RNA","90 mg","† ",1
635,"2632",627,"DNA","8 mg","† ",1
636,"2632",627,"** per ingredient nutritional profile",," ",1
637,"2675",688,"Serving Size:","1 Vcap®",,1
638,"2675",688,"Servings Per Container:",250,,1
639,"2675",688,"Iodine","325 mcg",217%,1
640,"2675",688,"Kelp (<i>Laminaria digitat & Ascophyllum nodosum</i>)","250 mg","† ",1
641,"2675",688,"Dulse (<i>Palmaria palmata</i>)","150 mg","† ",1
642,"2707",679,"Serving Size:","9 tablets",,1
643,"2707",679,"Servings Per Container:",10,,1
644,"2707",679,"Calories",40," ",1
645,"2707",679,"Calories from Fat",15," ",1
646,"2707",679,"Total Fat","2 g",4%,1
647,"2707",679,"Saturated Fat","0.5 g",2%,1
648,"2707",679,"Cholesterol","0 g",0%,1
649,"2707",679,"Sodium","25 mg",2%,1
650,"2707",679,"Total Carbohydrate","4.0 g",2%,1
651,"2707",679,"Dietary Fiber","1.5 g",6%,1
652,"2707",679,"Sugars","1.5 g","† ",1
653,"2707",679,"Protein","2.0 g",4%,1
654,"2707",679,"Vitamin A (as Beta-Carotene)","2,450 IU",50%,1
655,"2707",679,"Vitamin K","35mcg",45%,1
656,"2707",679,"Vitamin B-12","3.7 mcg",60%,1
657,"2707",679,"Calcium","125 mg",10%,1
658,"2707",679,"Iron","2.8 mg",15%,1
659,"2707",679,"Iodine (as Kelp)","90 mcg",60%,1
660,"2707",679,"Magnesium","23 mg",6%,1
661,"2707",679,"Lecithin, fine powder","2.0 g","† ",1
662,"2707",679,"Spirulina (Hawaiian), Org.","1.0 g","† ",1
663,"2707",679,"Alfalfa Juice Concentrate","700 mg","† ",1
664,"2707",679,"Wheat Grass Powder, Org.","500 mg","† ",1
665,"2707",679,"Barley Grass Powder, Org.","500 mg","† ",1
666,"2707",679,"Carrot Powder","500 mg","† ",1
667,"2707",679,"Barley Malt Powder","400 mg","† ",1
668,"2707",679,"Broccoli Powder","350 mg","† ",1
669,"2707",679,"Brown Rice Bran","350 mg","† ",1
670,"2707",679,"Apple Fiber","350 mg","† ",1
671,"2707",679,"Apple Pectin","300 mg","† ",1
672,"2707",679,"Oat Bran","300 mg","† ",1
673,"2707",679,"Chlorella Powder","300 mg","† ",1
674,"2707",679,"Red Beet Powder","300 mg","† ",1
675,"2707",679,"Panax Ginseng Root Powder (CA Meyer) (min. 5% Ginsenosides)","250 mg","† ",1
676,"2707",679,"Eleuthero (Eleutherococcus senticosus) (Root)","100 mg","† ",1
677,"2707",679,"Peppermint Powder","150 mg","† ",1
678,"2707",679,"Green Tea Extract (Camellia sinensis) (40% catechins)","100 mg","† ",1
679,"2707",679,"Royal Jelly Powder (min. 5% 10-H D A)","100 mg","† ",1
680,"2707",679,"Fructooligosaccharides (NutraFlora<sup>&ampreg;</sup> FOS)","100 mg","† ",1
681,"2707",679,"Trace Mineral Concentrate","100 mg","† ",1
682,"2707",679,"Milk Thistle Extract (80% Silymarin)","80 mg","† ",1
683,"2707",679,"Kelp Powder","50 mg","† ",1
684,"2707",679,"Ginkgo Biloba Extract (24% ginkgo flavonglycosides)","20 mg","† ",1
685,"2707",679,"Grapeseed Extract (Vitis unifera) (95% polyphenols)","20 mg","† ",1
686,"2707",679,"Bilberry Extract (25% anthocyanidins)","20 mg","† ",1
687,"2707",679,"Plant based enzymes","350 mg","† ",1
688,"2707",679,"Coenzyme Q10 (CoQ10)","10 mg","† ",1
689,"2707",679,"Alpha-Lipoic Acid","10 mg","† ",1
690,"2707",679,"Stevia extract (leaves)","10 mg","† ",1
691,"2708",680,"Serving Size:","9 tablets",,1
692,"2708",680,"Servings Per Container:",30,,1
693,"2708",680,"Calories",40," ",1
694,"2708",680,"Calories from Fat",15," ",1
695,"2708",680,"Total Fat","2.0 g",4%,1
696,"2708",680,"Saturated Fat","0.5 g",2%,1
697,"2708",680,"Cholesterol","0 g",0%,1
698,"2708",680,"Sodium","25 mg",2%,1
699,"2708",680,"Total Carbohydrate","4.0 g",2%,1
700,"2708",680,"Dietary Fiber","1.5 g",6%,1
701,"2708",680,"Sugars","1.5 g","† ",1
702,"2708",680,"Protein","2.0 g",4%,1
703,"2708",680,"Vitamin A (as Beta-Carotene)","2,450 IU",50%,1
704,"2708",680,"Vitamin K","35 mcg",45%,1
705,"2708",680,"Vitamin B-12","3.7 mcg",60%,1
706,"2708",680,"Calcium","125 mg",10%,1
707,"2708",680,"Iron","2.8 mg",15%,1
708,"2708",680,"Iodine (as Kelp)","90 mcg",60%,1
709,"2708",680,"Magnesium","23 mg",6%,1
710,"2708",680,"Lecithin, fine powder","2.0 g","† ",1
711,"2708",680,"Spirulina (Hawaiian), Org.","1.0 g","† ",1
712,"2708",680,"Alfalfa Juice Concentrate","700 mg","† ",1
713,"2708",680,"Wheat Grass Powder, Org.","500 mg","† ",1
714,"2708",680,"Barley Grass Powder, Org.","500 mg","† ",1
715,"2708",680,"Carrot Powder","500 mg","† ",1
716,"2708",680,"Barley Malt Powder","400 mg","† ",1
717,"2708",680,"Broccoli Powder","350 mg","† ",1
718,"2708",680,"Brown Rice Bran","350 mg","† ",1
719,"2708",680,"Apple Fiber","350 mg","† ",1
720,"2708",680,"Apple Pectin","300 mg","† ",1
721,"2708",680,"Oat Bran","300 mg","† ",1
722,"2708",680,"Chlorella Powder","300 mg","† ",1
723,"2708",680,"Red Beet Powder","300 mg","† ",1
724,"2708",680,"Panax Ginseng Root Powder (CA Meyer) (min. 5% Ginsenosides)","250 mg","† ",1
725,"2708",680,"Eleuthero (Eleutherococcus senticosus) (Root)","100 mg","† ",1
726,"2708",680,"Peppermint Powder","150 mg","† ",1
727,"2708",680,"Green Tea Extract (Camellia sinensis) (40% catechins)","100 mg","† ",1
728,"2708",680,"Royal Jelly Powder (min. 5% 10-H D A)","100 mg","† ",1
729,"2708",680,"Fructooligosaccharides (NutraFlora<sup>&ampreg;</sup> FOS)","100 mg","† ",1
730,"2708",680,"Trace Mineral Concentrate","100 mg","† ",1
731,"2708",680,"Milk Thistle Extract (80% Silymarin)","80 mg","† ",1
732,"2708",680,"Kelp Powder","50 mg","† ",1
733,"2708",680,"Ginkgo Biloba Extract (24% ginkgo flavonglycosides)","20 mg","† ",1
734,"2708",680,"Grapeseed Extract (Vitis unifera) (95% polyphenols)","20 mg","† ",1
735,"2708",680,"Bilberry Extract (25% anthocyanidins)","20 mg","† ",1
736,"2708",680,"Plant based enzymes**","350 mg","† ",1
737,"2708",680,"Coenzyme Q10 (CoQ10)","10 mg","† ",1
738,"2708",680,"Alpha-Lipoic Acid","10 mg","† ",1
739,"2708",680,"Stevia extract (leaves)","10 mg","† ",1
740,"2708",680,"Zinc","160 mcg",2%,1
741,"2720",790,"Serving Size:","10 Tablets",,1
742,"2720",790,"Servings Per Container:",10,,1
743,"2720",790,"Calories",15," ",1
744,"2720",790,"Total Carbohydrate","2 g","<1% ",1
745,"2720",790,"Dietary Fiber","1 g",4%,1
746,"2720",790,"Protein","1.5 g",3%,1
747,"2720",790,"<b>Organic Wheat Grass</b>","<b>5.0 g (5,000 mg)</b>","<b>†</b> ",1
748,"2720",790,"Beta-Carotene (as pro-Vitamin A 1.4 mg)","2385 IU",48%,1
749,"2720",790,"Vitamin C","15 mg",25%,1
750,"2720",790,"Vitamin K","22 mcg",28%,1
751,"2720",790,"Riboflavin (Vitamin B-2)","97 mcg",6%,1
752,"2720",790,"Calcium","25 mg",3%,1
753,"2720",790,"Iron","3 mg",17%,1
754,"2720",790,"Potassium","150 mg",4%,1
755,"2720",790,"Chlorophyll","25 mg","† ",1
756,"2810",650,"Serving Size:","1 Level Teaspoon (2.0 g)",,1
757,"2810",650,"Servings Per Container:",42,,1
758,"2810",650,"Calories",8," ",1
759,"2810",650,"Total Carbohydrate","2 g","<1% ",1
760,"2810",650,"Sugars","2 g","† ",1
761,"2810",650,"<b>D-Mannose</b>","<b>2.0 g (2,000 mg)</b>","<b>†</b> ",1
762,"2811",649,"Serving Size:","3 Capsules",,1
763,"2811",649,"Servings Per Container:",40,,1
764,"2811",649,"Calories",6," ",1
765,"2811",649,"Total Carbohydrate","1.5 g","<1% ",1
766,"2811",649,"Sugars","1.5 g","† ",1
767,"2811",649,"<b>D-Mannose</b>","<b>1.5 g (1,500 mg)</b>","<b>†</b> ",1
768,"2926",742,"Serving Size:","1 Vcap®",,1
769,"2926",742,"Servings Per Container:",50,,1
770,"2926",742,"<strong>Proprietary Blend of 10 Strains of Probiotic Bacteria:</strong><br /> Lactobacillus acidophilus, Bifidobacterium bifidum, Lactobacillus plantarum, Lactobacillus salivarious, Lactobacillus casei, Lactobacillus paracasei, Lactobacillus rhamnosus, Bifidobacterium breve, Bifidobacterium longum, Streptococcus thermophilus","<strong>25 Billion Organisms*</strong>"," ",1
771,"2930",591,"Serving Size:","1 Vcap&ampreg;",,1
772,"2930",591,"Servings Per Container:",60,,1
773,"2930",591,"Stability tested to guarantee the following minimum potencies<br />through expiration date.",," ",1
774,"2930",591,"<i>Lactobacillus acidophilus</i>","4.0&ampnbsp;&ampnbsp;billion","50%* ",1
775,"2930",591,"<i>Bifidobacterium lactis</i>","3.2&ampnbsp;&ampnbsp;billion","40%* ",1
776,"2930",591,"<i>Bifidobacterium longum</i>","0.8&ampnbsp;&ampnbsp;billion","10%* ",1
777,"2930",591,"Total Minimum Microorganisms","8.0&ampnbsp;&ampnbsp;Billion","100%* ",1
778,"2932",590,"Serving Size:","1 Vcap&ampreg;",,1
779,"2932",590,"Servings Per Container:",120,,1
780,"2932",590,"Stability tested to guarantee the following minimum potencies<br />through expiration date.",," ",1
781,"2932",590,"<i>Lactobacillus acidophilus</i>","4.0 billion","50%* ",1
782,"2932",590,"<i>Bifidobacterium lactis</i>","3.2 billion","40%* ",1
783,"2932",590,"<i>Bifidobacterium longum</i>","0.8 billion","10%* ",1
784,"2932",590,"Total Minimum Microorganisms","8.0 billion","100%* ",1
785,"2943",621,"Serving Size:","1 Vcap&ampreg;",,1
786,"2943",621,"Servings Per Container:",60,,1
787,"2943",621,"Bromelain (2400 GDU/g)†","500 mg","* ",1
788,"2945",736,"Serving Size:","1 Capsule",,1
789,"2945",736,"Servings Per Container:",100,,1
790,"2945",736,"4X Pancreatin","500 mg","* ",1
791,"2945",736,"Equivalent to 2000 mg Pancreatin typically supplying:",," ",1
792,"2945",736,"Amylase","50,000 USP units"," ",1
793,"2945",736,"Protease (Trypsin and Chymotrypsin)","50,000 USP units"," ",1
794,"2945",736,"Lipase","9,000 USP units"," ",1
795,"2960",776,"Serving Size:","1 Tablet",,1
796,"2960",776,"Servings Per Container:",90,,1
797,"2960",776,"Betaine HCl","200 mg","* ",1
798,"2960",776,"Pancreatin 4X Supplying:","200 mg","* ",1
799,"2960",776,"Amylase","20,000 USP units","* ",1
800,"2960",776,"Protease","20,000 USP units","* ",1
801,"2960",776,"Lipase","3,400 USP units","* ",1
802,"2960",776,"Papain (2M USP units/mg)","50 mg","* ",1
803,"2960",776,"Cellulase (1M FCC units/g)","10 mg","* ",1
804,"2960",776,"Ox Bile Extract (45% Cholic Acid)","100 mg","* ",1
805,"2960",776,"Pepsin Enzymes (NF 1:10M units)","50 mg","* ",1
806,"2960",776,"Bromelain (2400 GDU)&ampnbsp;&ampnbsp;(from Pineapple)","50 mg","* ",1
807,"2960",776,"Papaya Powder","45 mg","* ",1
808,"2962",777,"Serving Size:","1 Tablet",,1
809,"2962",777,"Servings Per Container:",180,,1
810,"2962",777,"Betaine HCl","200 mg","* ",1
811,"2962",777,"Pancreatin 4X Supplying:","200 mg","* ",1
812,"2962",777,"Amylase","20,000 USP units","* ",1
813,"2962",777,"Protease","20,000 USP units","* ",1
814,"2962",777,"Lipase","3,400 USP units","* ",1
815,"2962",777,"Papain (2M USP units/mg)","50 mg","* ",1
816,"2962",777,"Cellulase (1M FCC units/g)","10 mg","* ",1
817,"2962",777,"Ox Bile Extract (45% Cholic Acid)","100 mg","* ",1
818,"2962",777,"Pepsin Enzymes (NF 1:10M units)","50 mg","* ",1
819,"2962",777,"Bromelain (2,400 GDU) (from Pineapple)","50 mg","* ",1
820,"2962",777,"Papaya Powder","45 mg","* ",1
821,"2980",594,"Serving Size:","1 Lozenge",,1
822,"2980",594,"Servings Per Container:",90,,1
823,"2980",594,"Calories",5," ",1
824,"2980",594,"Total Carbohydrate","1.3 g","&#60;1%* ",1
825,"2980",594,"Sugars","1.1 g","† ",1
826,"2980",594,"Vitamin C (as Ascorbic Acid)","12 mg",20%,1
827,"2980",594,"Vitamin D3 (as Cholecalciferol)","150 IU",38%,1
828,"2980",594,"Calcium (from Calcium Carbonate)","116 mg",12%,1
829,"2980",594,"Magnesium (from Magnesium Hydroxide)","11 mg",3%,1
830,"2980",594,"Potassium (from Potassium Hydroxide)","4 mg","<1% ",1
831,"2980",594,"<strong>Acid Comfort</strong><strong>™</strong><strong> (Innovative Buffering Blend with Calcium Carbonate, Magnesium Hydroxide and Potassium Hydroxide)</strong>","<strong>373 mg</strong>","<strong>†</strong> ",1
832,"2980",594,"Certified Organic Stevia Extract (<em>Stevia rebaudiana</em>) (Leaf)","10 mg","† ",1
833,"3030",598,"Serving Size:","1/8 Teaspoon (0.5 mL)",,1
834,"3030",598,"Servings Per Container:",236,,1
835,"3030",598,"<strong>Calories</strong>","&#60; 5"," ",1
836,"3030",598,"Calories from Fat",0," ",1
837,"3030",598,"<strong>Total Carbohydrate</strong>","&#60;0.5 g","&#60;1% ",1
838,"3030",598,"Not a significant source of total fat, saturated fat, trans fat, cholesterol, sodium, dietary fiber, protein, vitamin A, vitamin C, calcium or iron.",," ",1
839,"3036",597,"Serving Size:","3 Softgels",,1
840,"3036",597,"Servings Per Container:",33,,1
841,"3036",597,"Calories",20," ",1
842,"3036",597,"Calories from Fat",15," ",1
843,"3036",597,"Total Fat","1.5 g",2%,1
844,"3036",597,"Trans Fat","0 g"," ",1
845,"3036",597,"Protein","<1 g",1%,1
846,"3036",597,"<b>Aloe Vera Extract (200:1 Concentrate)**</b>","<b>75 mg</b>"," ",1
847,"3040",601,"Serving Size:","1 Vcap®",,1
848,"3040",601,"Servings Per Container:",60,,1
849,"3040",601,"Vitamin C (as Ascorbic Acid)","250 mg",420%,1
850,"3040",601,"Vitamin E (as d-alpha Tocopheryl Succinate)","30 IU",100%,1
851,"3040",601,"Alpha Lipoic Acid","100 mg","† ",1
852,"3041",600,"Serving Size:","1 Vcap®",,1
853,"3041",600,"Servings Per Container:",120,,1
854,"3041",600,"Vitamin C (as Ascorbic Acid)","250 mg",420%,1
855,"3041",600,"Vitamin E (as d-alpha Tocopheryl Succinate)","30 IU",100%,1
856,"3041",600,"<b>Alpha Lipoic Acid</b>","<b>100 mg</b>","<b>†</b> ",1
857,"3046",599,"Serving Size:","1 Vcap®",,1
858,"3046",599,"Servings Per Container:",60,,1
