SKU,Image,Featured Status,Name,Brand Name,Description Trimmed,List Price,Cost,Sell Price,Shippable,Weight,Weight Unit,Dimensions Unit,Length,Width,Height,Health Concerns,,Product Category,Package quantity,Default cart quantity
3208,,,CoQ10 100 mg - 50 Softgels,NOW Foods,Cardiovascular Health Supports Healthy Heart Muscle Promotes Cellular Energy* Coenzyme Q10 is a vitamin-like compound also called ubiquinone.&nbsp; It is an essential component of cells and is necessary for mitochondrial energy production.&nbsp; Years of research has shown that CoQ10 supports healthy cardiovascular and immune system functions in addition to its vital role in energy production.* Read more about Coenzyme Q-10 Related Products Product FAQ's Read more about Cardiovascular Health from Your Health Professor,21.99,10.99,21.99,TRUE,0.12,LB,in,6,6,6,Cardiovascular Support || Cholesterol || Energy Support || Immune Support,2,CoQ10,1,1
3209,,,CoQ10 100 mg - 150 Softgels,NOW Foods,Cardiovascular Health Supports Healthy Heart Muscle Promotes Cellular Energy* Coenzyme Q10 is a vitamin-like compound also called ubiquinone.&nbsp; It is an essential component of cells and is necessary for mitochondrial energy production.&nbsp; Years of research has shown that CoQ10 supports healthy cardiovascular and immune system functions in addition to its vital role in energy production.* Read more about Coenzyme Q-10 Related Products Product FAQ's Read more about Cardiovascular Health from Your Health Professor,55.99,27.99,55.99,TRUE,0.31,LB,in,6,6,6,Cardiovascular Support || Cholesterol || Energy Support || Immune Support,2,CoQ10,1,1
3176,,,CoQ10 200 mg - 60 Vcaps¨,NOW Foods,Cardiovascular Health Supports Healthy Heart Muscle Promotes Cellular Energy* Vegetarian Formula Coenzyme Q10 is a vitamin-like compound also called ubiquinone.&nbsp; It is an essential component of cells and is necessary for mitochondrial energy production.&nbsp; Years of research has shown that CoQ10 supports healthy cardiovascular and immune system functions in addition to its vital role in energy production.* Product FAQ's,39.99,19.99,39.99,TRUE,0.147,LB,in,6,6,6,Cardiovascular Support || Cholesterol || Energy Support || Immune Support,2,CoQ10,1,1
3188,,,CoQ10 30 mg Vegetarian - 120 Vcaps¨,NOW Foods,Cardiovascular Health Supports Healthy Heart Muscle Promotes Cellular Energy* Vegetarian Formula Coenzyme Q10 is a vitamin-like compound also called ubiquinone.&nbsp; It is an essential component of cells and is necessary for mitochondrial energy production.&nbsp; Years of research has shown that CoQ10 supports healthy cardiovascular and immune system functions in addition to its vital role in energy production.* Read more about Coenzyme Q-10 Related Products Product FAQ's Read more about Cardiovascular Health from Your Health Professor,18.99,9.49,18.99,TRUE,0.22,LB,in,6,6,6,Cardiovascular Support || Cholesterol || Energy Support || Immune Support,2,CoQ10,1,1
3193,,,CoQ10 50 mg - 100 Softgels,NOW Foods,Cardiovascular Health Supports Healthy Heart Muscle* with Selenium &; Vitamin E Coenzyme Q10 is a vitamin-like compound also called ubiquinone.&nbsp; It is an essential component of cells and is necessary for mitochondrial energy production.&nbsp; Years of research has shown that CoQ10 supports healthy cardiovascular and immune system functions in addition to its vital role in energy production.* Read more about Coenzyme Q-10Related Products Product FAQ's Read more about Cardiovascular Health from Your Health Professor,29.99,14.99,29.99,TRUE,0.17,LB,in,6,6,6,Cardiovascular Support || Cholesterol || Energy Support || Immune Support,2,CoQ10,1,1
1276,,,Coral Calcium Plus - 100 Vcaps¨,NOW Foods,"Healthy pH BalanceImportant for Bone HealthMagnesium &; Vitamin D for Bone Metabolism*NOW&reg; Coral Calcium Plus contains an alkaline form of Calcium that can help to support a healthy serum pH.&nbsp; In addition, Coral Calcium contains a number of trace minerals that are important for bone health, as well as for optimal enzymatic activity.&nbsp; NOW&reg; Coral Calcium is not harvested from living coral reefs or even from the ocean environment, but from above-ground sources in Okinawa in an ecologically friendly manner.&nbsp; In this Coral Calcium Plus formula, Magnesium and Vitamin D have been added because of their essential role in bone metabolism.*&nbsp;Read more about NOW Coral Calcium&nbsp;Product&nbsp;FAQ's",15.99,7.99,15.99,TRUE,0.4,LB,in,6,6,6,Bone Health,2,Minerals,1,1
2032,,,Creatine Monohydrate - 2.2 lbs.,NOW Foods,"ATP Energizer* Creatine Monohydrate is a naturally occurring compound found in the human body and obtained in the diet primarily from meat and fish.&nbsp; Creatine is a popular supplement among active individuals because of its ability to serve as an energy reservoir, especially during intense physical exertion.&nbsp; During short, intense bursts of activity, the body breaks down adenosine triphosphate (ATP) into adenosine diphosphate (ADP) and phosphate for energy.&nbsp; Creatine helps the body convert ADP back to ATP, providing greater amounts of ATP for energy, which may increase short-term endurance and strength.&nbsp; Creatine can also be stored for later use by cells, creating the ""energy reservoir"" active individuals desire.* &nbsp;",29.99,16.49,29.99,TRUE,2.6,LB,in,6,6,6,Fitness,2,Sports Nutrition,1,1
2031,,,Creatine Monohydrate Pure Powder - 21.2 oz.,NOW Foods,"100% Pure Powder ATP Energizer Vegetarian Product Creatine Monohydrate is a naturally occurring compound found in the human body and obtained in the diet primarily from meat and fish.&nbsp; Creatine is a popular supplement among active individuals because of its ability to serve as an energy reservoir, especially during intense physical exertion.&nbsp; During short intense bursts of activity, the body breaks down adenosine triphosphate (ATP) into adenosine diphosphate (ADP) and phosphate for energy.&nbsp; Creatine helps the body convert ADP back to ATP, providing greater amounts of ATP for energy, which may increase short-term endurance and strength.&nbsp; Creatine can also be stored for later use by cells creating the ""energy reservoir"" active individuals desire.*&nbsp; NOWÂ® Creatine Monohydrate is 100% pure and contains no additives or preservatives. &nbsp; Read more about Sports Nutrition from Your Health Professor &nbsp; Related Products &nbsp;",19.99,10.99,19.99,TRUE,1.56,LB,in,6,6,6,Fitness,2,Sports Nutrition,1,1
4638,4638.Curcumin(60v).png,,Curcumin - 60 Vcaps,NOW Foods,"Powerful Antioxidant from Turmeric Root ExtractHelps Maintain Cardiovascular HealthMaintains Healthy Joints*A Dietary SupplementVegetarian Formula&nbsp;&nbsp;Curcumin is the major component of Turmeric (Curcuma longa) and extensive scientific research on Curcumin has demonstrated its potent antioxidant properties. Through its antioxidant mechanisms, Curcumin supports colon health, exerts neuroprotective activity and helps maintain a healthy cardiovascular system.*For More Information",25.99,12.99,25.99,TRUE,0.2,LB,in,6,6,6,Aging Well || Antioxidants || Brain & Memory Support || Cardiovascular Support || Joint Support,2,Herbs & Mushrooms,1,1
3771,,,Daily Vitsª Multi Vitamin & Mineral - 250 Tabs,NOW Foods,Multi Vitamin &#38; Mineral 100% of 14 Nutrients With Lutein &#38; Lycopene A Dietary Supplement Vegetarian Formula &nbsp;,24.99,12.49,24.99,TRUE,0.99,LB,in,6,6,6,General Health & Wellness,2,Vitamins,1,1
6920,6920.DateSugar(1lb).png,,Date Sugar - 1 lb.,NOW Foods,"Pleasant tasting Date Sugar is derived from dates and can be used as a natural sweetener in place of refined sugar.&nbsp; Add to baked goods, breakfast cereals, toast, or beverages. &nbsp; NOW Foods also supplies other unique sweeteners that can be substituted for processed table sugar.&nbsp; Barley Malt, Date Sugar, Dextrose, Fructose, Lactose, Maple Syrup, Turbinado Sugar and Xylitol are complimentary sugar alternatives. &nbsp; Related Products",6.99,4.66,6.99,TRUE,1.08,LB,in,6,6,6,,2,Healthy Foods,1,1
8067,8067_DeodorantLav(2.2oz).png,,Long Lasting Deodorant Stick - 2.2 oz,NOW Foods,"Refreshing LavenderOdor Eliminating Protection for DaysParaben FreeNo Artificial Colors or FragrancesCondition: Body in need of long-lasting odor protection that lasts for days for the underarms and/or feet.Solution:&nbsp; Long-Lasting Deodorant Stick was scientifically formulated to eliminate odors for days at a time. Combining the odor-fighting properties of Zinc Oxide and Lavender Oil, it offers amazing value and unparalleled protection that you can count on. This product does not contain any Aluminum or Talc.",7.99,4.79,7.99,TRUE,0.261,LB,in,6,6,6,,2,Personal Care,1,1
3121,,,D-Flameª - 90 Vcaps¨,NOW Foods,"NOW&reg; D-Flame is a synergistic blend of herbs that can reduce the occasional minor pain resulting from over-exertion or stress.&nbsp; Therefore, D-Flame is an all natural product that can be part of a nutritional program for pain management.&nbsp; In addition, NOW&reg; D-Flame contains a potent combination of antioxidants that contribute to heart health and proper immune function.&nbsp; NOW&reg; D-Flame can be used daily for the support of vascular and general health, or occasionally to alleviate aches and pains associated with daily life.*Product FAQ'sHoly Basil: Sacred Versatility",21.99,10.99,21.99,TRUE,0.19,LB,in,6,6,6,Joint Support,2,Joint Pain & Mobility,1,1
3306,,,,NOW Foods,,,,,TRUE,,LB,in,6,6,6,,2,Vitamins,1,1
3307,,,Diet Support - 120 Vcaps¨,NOW Foods,"Advanced Thermogenic Formula with ForsLean*Supports Weight Management*A Dietary SupplementVegetarian FormulaForsLean&reg; is a patented ingredient derived from the herb Coleus forskohlii that has been clinically shown to support healthy body composition when used in conjunction with healthy diet and exercise regimens.*&nbsp;NOW Diet Support, Part INOW Diet Support, Part II",30.99,15.49,30.99,TRUE,0.35,LB,in,6,6,6,Weight Management,2,Diet/Weight Management,1,1
2811,2811.D-Mannose(120c).png,,D-Mannose 500 mg - 120 Caps,NOW Foods,"Healthy Urinary Tract Washes Away Undesirable Particles* D-Mannose is a simple sugar that occurs naturally in some plants, including cranberries.&nbsp; Although small amounts of D-Mannose are metabolized by the human body, much of it is rapidly excreted in the urine.&nbsp; In the bladder, D-Mannose can adhere to undesirable foreign substances, preventing them from sticking to the lining of the bladder. Because insubstantial amounts of D-Mannose are used by the body, it does not interfere with blood sugar regulation.* Mannose: A Spoonful of Sugar &nbsp; Product FAQ's &nbsp; Online Seminar - Women's Health Issues: Listen to a seminar&nbsp;on women's health issues and the supplements that address some of the most common concerns for women today.&nbsp; Presented by Dr. Hyla Cass.&nbsp; &nbsp; &nbsp;",31.99,15.99,31.99,TRUE,0.38,LB,in,6,6,6,Kidney & Urinary Support,2,Women's Specialty Formula,1,1
2810,2810.D-Mannose(3oz).png,,D-Mannose Powder - 3 oz.,NOW Foods,"Healthy Urinary Tract Washes Away Undesirable Particles* 100% Pure Vegetarian Product D-Mannose is a simple sugar that occurs naturally in some plants, including cranberries.ï¿½ Although small amounts of D-Mannose are metabolized by the human body, much of it is rapidly excreted in the urine.ï¿½ In the bladder, D-Mannose can adhere to undesirable foreign substances, preventing them from sticking to the lining of the bladder. Because insubstantial amounts of D-Mannose are used by the body, it does not interfere with blood sugar regulation.* Mannose: A Spoonful of Sugar ï¿½ Product FAQ's ï¿½ Online Seminar - Women's Health Issues: Listen to a seminarï¿½on women's health issues and the supplements that address some of the most common concerns for women today.ï¿½ Presented by Dr. Hyla Cass.",31.99,15.99,31.99,TRUE,0.32,LB,in,6,6,6,Kidney & Urinary Support,2,Women's Specialty Formula,1,1
472,,,DMG 125mg - 100 Caps,NOW Foods,"NOWï¿½ has been a dedicated source of high quality, affordable natural foods since 1968. We search worldwide for the best products at the best prices ï¿½ no compromises, no added costs, no frills. As a family-owned and operated business, we offer the health-conscious consumer three generations of honesty, quality, purity and commitment.",12.99,6.49,12.99,TRUE,0.19,LB,in,6,6,6,Aging Well,2,Vitamins,1,1
3092,,,DOPA Mucuna - 90 Vcaps,NOW Foods,"Mood Support* Standardized Velvet Bean Extract Mucuna pruriens 15% L-DOPA A Dietary Supplement Vegetarian Formula &nbsp; Dopamine is a neurotransmitter that promotes enjoyment and interest in life. &nbsp;Containing 15% L-DOPA (the immediate precursor of dopamine), NOW&reg; DOPA Mucuna provides the body with what it needs to make this important neurotransmitter. &nbsp;Mucuna pruriens, commonly known as Velvet Bean, has been used in the traditional Ayurvedic system in India for thousands of years. &nbsp;NOW DOPA Mucuna is 100% vegetarian.*",19.99,9.99,19.99,TRUE,0.2,LB,in,6,6,6,Brain & Memory Support || Mood Support || Sleep Support,2,Mental Fitness/Sleep and Mood Support,1,1
2144,2144.D-Ribose(60v).png,,D-Ribose 750 mg - 60 Vcaps¨,NOW Foods,"Fuels ATP Energy Production* Bioenergy Ribose Vegetarian Formula Ribose occurs naturally in all living cells.&nbsp; It is a simple sugar that begins the metabolic process for ATP production.&nbsp; D-Ribose works synergistically with, and enhances the benefits of, creatine supplements.*&nbsp; NOW sells creatine in powder, capsule and tablet form.",17.99,8.99,17.99,TRUE,0.2,LB,in,6,6,6,Cardiovascular Support || Circulatory Support || Fitness,2,Sports Nutrition,1,1
2146,2146.D-Ribose(4oz).png,,D-Ribose Pure Powder - 4 oz.,NOW Foods,"100% Pure Fuels ATP Energy Production* Bioenergy Ribose A Dietary Supplement Vegetarian Product Ribose occurs naturally in all living cells. It is a simple sugar that begins the metabolic process for ATP production.&nbsp; D-Ribose works synergistically with, and enhances the benefits of, creatine supplements.*&nbsp;NOW sells creatine in powder, capsule and tablet form.",25.99,12.99,25.99,TRUE,0.38,LB,in,6,6,6,Cardiovascular Support || Circulatory Support || Fitness,2,Sports Nutrition,1,1
892,,,Vitamin E-400 IU MT - 100 Sgels,NOW Foods,"Antioxidant Protection* 100% Natural Mixed Tocopherols Vitamin E is a major antioxidant and the primary defense against lipid peroxidation.&nbsp; It is particularly important in protecting the body's cells from free radical/oxidative damage.&nbsp; These protective benefits are achievable with supplemental intakes higher than what is normally consumed in the average diet.* From the FDA's website: ""Some scientific evidence suggests that consumption of antioxidant vitamins may reduce the risk of certain forms of cancer. However, FDA has determined that this evidence is limited and not conclusive."" Product FAQ's Learn about the book ï¿½Tocotrienols: Vitamin E Beyond Tocopherolsï¿½.",15.99,7.99,15.99,TRUE,0.21,LB,in,6,6,6,Antioxidants || General Health & Wellness,2,Vitamins,1,1
894,,,Vitamin E-400 IU MT - 250 Sgels,NOW Foods,"Antioxidant Protection* 100% Natural Mixed Tocopherols Vitamin E is a major antioxidant and the primary defense against lipid peroxidation.&nbsp; It is particularly important in protecting the body's cells from free radical/oxidative damage.&nbsp; These protective benefits are achievable with supplemental intakes higher than what is normally consumed in the average diet. From the FDA's website: ""Some scientific evidence suggests that consumption of antioxidant vitamins may reduce the risk of certain forms of cancer. However, FDA has determined that this evidence is limited and not conclusive."" Read FAQ's Learn about the book ï¿½Tocotrienols: Vitamin E Beyond Tocopherolsï¿½.",37.99,18.99,37.99,TRUE,0.47,LB,in,6,6,6,Antioxidants || General Health & Wellness,2,Vitamins,1,1
893,,,Vitamin E-400 IU Mixed Tocopherols Twinpack - 2/100 Sgels,NOW Foods,"Antioxidant Protection* 100% Natural Mixed Tocopherols Vitamin E is a major antioxidant and the primary defense against lipid peroxidation.&nbsp; It is particularly important in protecting the body's cells from free radical/oxidative damage.&nbsp; These protective benefits are achievable with supplemental intakes higher than what is normally consumed in the average diet.* From the FDA's website: ""Some scientific evidence suggests that consumption of antioxidant vitamins may reduce the risk of certain forms of cancer. However, FDA has determined that this evidence is limited and not conclusive.""&nbsp; Product FAQ's Learn about the book &ldquo;Tocotrienols: Vitamin E Beyond Tocopherols&rdquo;",19.95,11.97,19.95,TRUE,0.43,LB,in,6,6,6,Antioxidants || General Health & Wellness,2,Vitamins,1,1
2454,2454.EasyCleanse.png,,"Easy Cleanseª - A.M. 60 Vcaps¨, P.M. 60 Vcaps¨",NOW Foods,"Detoxifying &; Cleansing Support with Herbs, Fiber and Green Foods Simple 15-Day Detox 100% Natural Ingredients No Harsh Laxatives Supports Digestive and Metabolic Health* A.M. - 60 Vcaps&reg; P.M. - 60 Vcaps&reg; A Dietary Supplement Vegetarian Formula &nbsp;NOW&reg; Easy Cleanse&trade; is a digestive cleansing program that was developed to naturally support the body's own detoxification mechanisms, making it easier to eliminate toxins from the body.&nbsp; By supporting liver and intestinal function, this unique combination of herbal extracts and nutrients serves as a natural way to help eliminate unwanted compounds and encourage a healthy, functional digestive system. Use of a NOW&reg; probiotic supplement and a powdered fiber such as NOW&reg; Psyllium or NOW&reg; Flax Meal will support the overall detoxification and cleansing properties of Easy Cleanse&trade;.*&nbsp; Make sure to take with an additional 8-12 ox. of purified water. Easy Cleanse&trade; A.M. Detox Formula contains a unique blend of specialized herbs, nutrients, and green foods that support gastrointestinal health.&nbsp; This innovative formula works around the clock to assist the body in a natural detoxification and elimination of toxins, thereby supporting optimal digestive system functioin.* Easy Cleanse&trade; P.M. Cleansing Formula works while you sleep to support a natural eliminatioin of toxins that have accumulated throughout the day.&nbsp; Easy Cleanse&trade; P.M.&nbsp;contains gentle , bulking fibers that naturally bind to undesirable metabolic byproducts, cholesterol, and fat, and facilitate their elimination from the body.* Signs that the body may need detox support: Low energy levels, fatigue Poor skin complexion Mental cloudiness, frustration Increased lack of motivation Irregularity, digestive discomfort Sub-optimal immune function Body odor, bad breath Poor state of mind, irritability Brittle hair, skin or nails Step 1:&nbsp; Detoxify &; Capture In order to support the removal of undesirable compounds, the body must first identify and purify them.*&nbsp; Take 2 Easy Cleanse&trade; A.M. Vcaps&reg; upon waking with at least 8 oz. of purified water and a light, healthy breakfast.&nbsp; In late morning, take 2 more A.M. Vcaps&reg; with at least 8 oz. of purified water, with or before lunch. Step 2:&nbsp; Cleanse &; Eliminate By the time you go to bed, the detox supporting daytime ingredients will have prepared the body to flush away unwanted compounds.*&nbsp; Take 4 Easy Cleanse&trade; P.M. Vcaps&reg; before bedtime with at least 8 oz. of purified water.&nbsp; Be sure to drink a large glass of purified water (at least 8 oz.) the following morning.",23.99,11.99,23.99,TRUE,0.375,LB,in,6,6,6,Detox and Cleanse || Digestive Support || Energy Support || Skin Health || Weight Management,2,Detox Support,1,1
2040,2040.EggwhiteProtein(1.2lb).png,,EggWhite Protein - 1.2 lb.,NOW Foods,"100% Pure High Protein Eggwhite Protein from NOW is an excellent natural source of high quality protein.&nbsp; Good quality proteins contain virtually no fat or carbohydrates and rate well on the PDCAAS (Protein Digestibility Corrected Amino Acid Score), the newest and most accurate measurement of a protein's quality. NOWÂ® Eggwhite Protein contains &#60;1 g of fat and carbohydrates per serving and rates as one of the highest quality proteins available when using the PDCAAS.&nbsp; A good mix of proteins from different sources provides the best results, and high quality Eggwhite Protein from NOW is an excellent addition to any protein supplementation program.",24.99,14.99,24.99,TRUE,1.32,LB,in,6,6,6,Fitness || Weight Management,2,Sports Nutrition,1,1
4853,4853.ElderberrySyrup(4oz).png,,"Elderberry, Zinc & Echinacea Syrup - 4 fl. oz. (120 mL)",NOW Foods,"Elderberry, Zinc &#38; Echinacea Syrup is a comprehensive nutritional supplement formulated in an easy-to-use liquid form.&nbsp; Numerous studies have shown that Zinc may support healthy immune system function.&nbsp; Elderberry and Echinacea are synergistic herbal ingredients that complement Zinc's nutritive properties.* This synergistic blend is optimal for all seasons. Echinacea Species and Their Active Ingredients Related Products",14.99,7.49,14.99,TRUE,0.56,LB,in,6,6,6,Immune Support,2,Herbs & Mushrooms,1,1
2052,2052.ElectroEndurane(2.2lb).png,,Electro Enduranceª - 2.2 lbs.,NOW Foods,"Endurance &#38; Recovery Drink Mix Increases Endurance During Exercise Speeds Muscle Recovery After Exercise* With Whey Protein Hydrolysate Orange Flavor A Dietary Supplement During exercise, the body loses water and minerals (electrolytes), and glycogen (carbohydrate) stores are depleted. In addition, muscle tissue is being stressed. Scientific studies have indicated that post-exercise nutrition can be critical for optimization of electrolyte replacement, muscle recovery, restoration of glycogen stores, and ultimately for maintaining performance and endurance. According to research, immediate replacement of minerals and carbohydrate, when combined with easily assimilated protein maximizes amino acid uptake into muscle cells, thereby helping to prevent the onset of fatigue. NOWÂ® Electro Endurance&#8482; contains all of the elements necessary for post-exercise recovery. Electro Endurance&#8482; combines a special mix of simple and complex carbohydrates, protein, and electrolytes to promote rapid recovery from hard exercise.*",32.99,19.79,32.99,TRUE,2.54,LB,in,6,6,6,Fitness || Energy Support,2,Sports Nutrition,1,1
453,,,"B-12 10,000 mcg - 12: 15 mL (0.5 fl. oz.) Shots",NOW Foods,"Mixed Berry Explosive, Long-Lasting Energy * Provides a Full Spectrum of B-Vitamins and Supporting Nutrients Sugar Free, Sweetened with Xylitol No Artificial Colors or Flavors Refreshing, Natural Blend of Raspberry, Strawberry and Cherry Flavors A Dietary Supplement Vegetarian Formula B-12 10,000 mcg Energy BoostLooking to jump-start your day with a burst of natural energy? &nbsp;NOW&reg; B-12 contains a powerful blend of Vitamin B-12, along with ten of the most effective nutrients for energy utilization! &nbsp;With a complete B Vitamin profile, added Vitamin C, and an energizing 10,000 mcg blast of Vitamin B-12, this advanced energy formula will keep you at the top of your game! We've carefully formulated the nutrient profile in NOW&reg; B-12 10,000 mcg Energy Boost to work synergistically, in order to keep you sharp, focused, and naturally fired-up for hours!* To get the most out of your training and active lifestyle, be sure to try NOW's other high octane energy shots, including L-Carnitine 2,000 and ChocoEnergy&trade;! These potent liquid shots are perfect for working out, important meetings, that big test, or whenever life requires you to be at your best!",24.99,12.49,24.99,TRUE,0.55,LB,in,6,6,6,Aging Well || Antioxidants || Brain & Memory Support || Cardiovascular Support || Energy Support,2,Vitamins,1,1
3331,,,Energy Twinpack - 2/90 Caps,NOW Foods,"Natural Source of Energy Metabolic Diet and Adrenal Support* New Formula! NOWÂ® Energy combines a comprehensive array of nutrients and dietary ingredients that provide your body with a natural source of energy.&nbsp; This formula does not contain Ephedra (Ma Huang).&nbsp; Instead, we use ingredients such as Guarana, Yerba Mate and Green Tea to provide a natural source of caffeine and support for the thermogenic processes in the body.* Niacin - Forms and Safety",29.99,17.97,29.99,TRUE,0.24,LB,in,6,6,6,General Health & Wellness,2,Diet/Weight Management,1,1
6927,6927.Erythritol(1lb).png,,Erythritol Natural Sweetener - 1 lb.,NOW Foods,"Erythritol, a ployol (sugar alcohol), is a good-tasting sweetener which is suitable for a variety of reduced-calorie and sugar-free foods.&nbsp; It can be used as a sugar substitute in most sugar-free recipes.&nbsp; Erythritol has been part of the human diet for thousands of years due to its presence in foods such as pears, melons, grapes and mushrooms.&nbsp; NOW Erythritol is 100% pure and derived from a corn source.&nbsp; Erythritol resembles sugar in consistency and taste but has a caloric value near zero.&nbsp; It is also a great sugar alternative for diabetics. Read more about Erythritol from Your Health Professor",8.99,5.39,8.99,TRUE,1.08,LB,in,6,6,6,,2,Healthy Foods,1,1
4855,4855.OjibwaTea(16oz).png,,Ojibwa Tea Concentrate - 16 oz.,NOW Foods,"Herbal Concentrate A Dietary Supplement Vegetarian Formula Ojibwa Tea Concentrate is formulated in specific proportions according to a well-known traditional Ojibwa Indian formula. We have increased the concentration of the herbs by weight to create a concentrate equivalent to six times the comparable tea strength. NOWÂ® liquid herbal extracts are among the highest quality available. &nbsp;We search the world for the finest sources of fresh and potent herbs. &nbsp;NOW also produces a wide selection of herbal extracts, herbal teas, herbal capsules and a full vitamin line. Read FAQ's",33.99,16.99,33.99,TRUE,1.7,LB,in,6,6,6,Detox and Cleansing || Immune Support,2,Herbs & Mushrooms,1,1
4677,4677.Fenugreek(100c).png,,Fenugreek 500 mg - 100 Caps,NOW Foods,"Fenugreek is one of the oldest herbs traditionally used in ancient Greece, Egypt and China.&nbsp;&nbsp;It has been used in a variety of ways and can be added to hot water to make tea.",7.99,3.99,7.99,TRUE,0.21,LB,in,6,6,6,Respiratory Support || Women's Health,2,Herbs & Mushrooms,1,1
2060,2060.SoyPowder(1lb).png,,Fermented Soy Powder - 1 lb.,NOW Foods,"Nutritional SupportMade with Non-GMO SoybeansWith Beta-1,3/1,6-D-Glucan, Bromelain &; InulinCultured with L. acidophilus, Bifidobacterium spp., L. bulgaricus &; S. thermophilusA Dietary SupplementNOW&reg; Fermented Soy Powder combines the nutritive value of soy with the benefits of fermentation in one convenient daily serving.&nbsp; Fermented Soy offers a broader nutrient profile than traditional soy products with its higher content of bioavailable isoflavones, including Genistein and Daidzein.&nbsp; Fermentation also produces pre-digested soy protein, which naturally improves flavor and texture.&nbsp;Technical Talk about Beta Glucans&nbsp;Read FAQ's&nbsp;",25.99,12.99,25.99,TRUE,1.27,LB,in,6,6,6,Fitness || Weight Management || Cholesterol ,2,Sports Nutrition,1,1
5993,5993.Fiber-3(16oz).png,,Fiber-3 - 16 oz.,NOW Foods,"Psyllium FreeHigh in Omega-3100% Certified OrganicIntestinal Health*Organic Golden Flax Meal, Organic Acacia &; Organic Inulin (FOS)A Dietary SupplementVegetarian Formula Dietary fiber is known for its ability to support and maintain intestinal regularity.&nbsp;Many Americans get considerably less than the optimal recommended amount of fiber from their diets.&nbsp;NOW&reg; Fiber-3&trade; is a combination of fibers from certified organic Golden Flax Seed Meal, Acacia, and Inulin that can help you increase your fiber intake.&nbsp;Golden Flax Seed contains both soluble and insoluble fibers as well as lignans that can act as antioxidants.&nbsp;Acacia is rich in soluble fiber that can help to control gas and bloating associated with high fiber intake in some individuals and Inulin acts as a prebiotic, providing food for friendly intestinal bacteria.&nbsp;The properties of the three fiber sources combined in NOW&reg; Fiber-3&trade; work together to support and maintain healthy intestinal flora and regularity.*",15.99,9.59,15.99,TRUE,1.26,LB,in,6,6,6,Digestive Support,2,Fiber Supplement,1,1
6933,6933_Fructose(3lb).png,,Fructose Fruit Sugar - 3 lb.,NOW Foods,"100% Pure Crystallineï¿½ Fructose is commonly called ""fruit sugar"" because it is the main sugar in many fruits.ï¿½ However, fructose is now produced from corn syrup, which is derived from corn.ï¿½ Fructose is almost 50% sweeter than sucrose and requires about 2/3 the amount to get the same sweetness.ï¿½ This means fructose provides nearly 33% fewer calories per serving. ï¿½ NOW Foods also supplies other unique sweeteners that can be substituted for processed table sugar including:ï¿½ Barley Malt, Beet Sugar, Date Sugar, Dextrose, Lactose, Maple Syrup, Turbinado Sugar and Xylitol. Productï¿½FAQ's ï¿½ Related Products",5.49,3.66,5.49,TRUE,3.127,LB,in,6,6,6,,2,Healthy Foods,1,1
87,0087.Gaba(100c).png,,GABA 500 mg + B-6 2 mg - 100 Caps,NOW Foods,"Natural Calming Effect With Vitamin B-6 Promotes Relaxation Eases Nervous Tension* GABA (gamma aminobutyric acid) is a non-essential amino acid found mainly in the human brain and eyes. It is considered an inhibitory neurotransmitter, which means it regulates brain and nerve cell activity by inhibiting the number of neurons firing in the brain. GABA is referred to as the ""brain's natural calming agent"". By inhibiting over-stimulation of the brain, GABA may help promote relaxation and ease nervous tension.* NOWÂ® provides only the naturally occurring form as found in food and in the body. Related Products",12.99,6.49,12.99,TRUE,0.32,LB,in,6,6,6,Mood Support || Stress & Anxiety Support,2,Amino Acids,1,1
4691,4691.GinkgoBiloba(twin).png,,Ginkgo Biloba 120 mg Twinpack - 2/50 Vcaps¨,NOW Foods,"Supports Cognitive Function* 24%/6% Standardized Extract Double Strength Potency Vegetarian Formula Our Ginkgo Biloba Extract is the finest quality available worldwide. Scientific research has demonstrated that Ginkgo Biloba Extract has powerful antioxidant activity in in vitro studies.* NOWÂ® Ginkgo Biloba is grown and extracted under the highest quality standards and is standardized to min. 24% Ginkgoflavonglycosides and min. 6% Terpene Lactones, including Ginkgolide B, the most significant fraction, and Ginkgolides A, C and Bilobalide.",19.95,11.9,19.95,TRUE,0.25,LB,in,6,6,6,Aging Well || Antioxidants || Brain & Memory Support,2,Herbs & Mushrooms,1,1
3223,,,Glucosamine Sulfate - 100 Tabs,NOW Foods,"Sustained Release Joint Health High Potency - 1,100 mg/tablet Supports Healthy Joint Function* Glucosamine is an amino sugar derived from the chitin of shellfish.&nbsp; It is utilized by the body to support healthy joint structures.* &nbsp; Look for other fine NOW products in healthfood stores nationwide. Product FAQ's Read more about Joint Health from Your Health Professor AOAC Approved NOW Foods' Glucosamine Method as a First Action Official Method NOW's Glucosamine, Chondroitin, and MSM Products are ï¿½Simply the Bestï¿½ Chondroitin Sulfate",23.99,11.99,23.99,TRUE,0.57,LB,in,6,6,6,Bone Health || Joint Support,2,Joint Pain & Mobility,1,1
